ikey,smiles,dg_hyd,T,err,unit,process,route
NFRKUDYZEVQXTE-UHFFFAOYSA-N,ClC(C)CCC,0.0693116634799235,298.15,8.08,kJ/mol,FEOH,free_energy
NFRKUDYZEVQXTE-UHFFFAOYSA-N,ClC(C)CCC,0.07,298.15,1.93,kcal/mol,FEOH,free_energy
NFRKUDYZEVQXTE-UHFFFAOYSA-N,ClC(C)CCC,0.0682123417736617,298.15,1.41,log(M/M),KGW,henry
NFRKUDYZEVQXTE-UHFFFAOYSA-N,ClC(C)CCC,-0.3001343038041119,298.15,1.4,log(M/M),KGW,henry
NFRKUDYZEVQXTE-UHFFFAOYSA-N,ClC(C)CCC,-0.3001343038041119,298.15,1.4,log(M/M),KGW,henry
NFRKUDYZEVQXTE-UHFFFAOYSA-N,ClC(C)CCC,4.495847077779144,298.15,0.0478,mol/(m3 atm),KGW,henry
NFRKUDYZEVQXTE-UHFFFAOYSA-N,ClC(C)CCC,4.312657700472795,298.15,0.065,mol/(m3 atm),KGW,henry
NFRKUDYZEVQXTE-UHFFFAOYSA-N,ClC(C)CCC,-0.3001343038041119,298.15,1.4,log(M/M),KWG,henry
NFRKUDYZEVQXTE-UHFFFAOYSA-N,ClC(C)CCC,-0.301819174968815,298.15,0.0479,atm m3/mol,KWG,henry
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Clc1ccccc1O,-4.55,298.15,1.93,kcal/mol,FEOH,free_energy
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Clc1ccccc1O,-4.5565844304806085,298.15,1.41,log(M/M),KGW,henry
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Clc1ccccc1O,-4.5565844304806085,298.15,1.414213562,log(M/M),KGW,henry
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Clc1ccccc1O,-4.5565844304806085,298.15,1.4,log(M/M),KGW,henry
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Clc1ccccc1O,-4.555749121927101,298.15,202000.0,Pa/mf,KWG,henry
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Clc1ccccc1O,-4.5556762941624935,298.15,3.61e-05,(atm m3)/mol,KWG,henry
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Clc1ccccc1O,-4.5565844304806085,298.15,1.4,log(M/M),KWG,henry
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Clc1ccccc1O,-0.7594496489953592,298.15,0.0005,kPa m3/mol,KWG,henry
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Clc1ccccc1O,-2.2383005573994725,298.15,0.0005,kPa m3/mol,KWG,henry
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Clc1ccccc1O,-4.5565844304806085,298.15,1.4,log(M/M),KWG,henry
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Clc1ccccc1O,-4.5556762941624935,298.15,3.65e-05,atm m3/mol,KWG,henry
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.3,298.15,1.93,kcal/mol,DGS,free_energy
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.24,298.15,1.93,kCal/mol,DGS,free_energy
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.25,298.15,1.94,kCal/mol,DGS,free_energy
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.25,298.15,1.93,kcal/mol,FEOH,free_energy
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.25,298.15,1.93,kcal/mol,FEOH,free_energy
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.2455644303851825,298.15,1.41,log(M/M),KGW,henry
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.2455644303851825,298.15,1.41,log(M/M),KGW,henry
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,4.60558968331458,298.15,0.0396,mol/(m3 atm),KGW,henry
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.1987412291562336,298.15,316000000.0,Pa/mf,KWG,henry
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.1985174305989628,298.15,0.0571,atm m3/mol,KWG,henry
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.24,298.15,1.93,kcal/mol,DGS,free_energy
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.2461759082217973,298.15,8.08,kJ/mol,FEOH,free_energy
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.2455644303851825,298.15,1.414213562,log(M/M),KGW,henry
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.2046370253209854,298.15,1.4,log(M/M),KGW,henry
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.2455644303851825,298.15,1.4,log(M/M),KGW,henry
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,0.2859221600141409,347.15,1.4,log(M/M),KGW,henry
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.2414462947087582,293.15,1.4,log(M/M),KWG,henry
ULYZAYCEDJDHCC-UHFFFAOYSA-N,ClC(C)C,-0.2046370253209854,298.15,1.4,log(M/M),KWG,henry
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ncccc1,-4.39,298.15,1.93,kcal/mol,FEOH,free_energy
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ncccc1,-4.39287481022382,298.15,1.41,log(M/M),KGW,henry
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ncccc1,-4.39287481022382,298.15,1.4,log(M/M),KWG,henry
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ncccc1,-4.333345558003792,298.15,5.31e-05,atm m3/mol,KWG,henry
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ncccc1,-4.395315487571701,298.15,8.08,kJ/mol,FEOH,free_energy
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ncccc1,-4.39287481022382,298.15,1.414213562,log(M/M),KGW,henry
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ncccc1,-4.338304936804891,298.15,1.4,log(M/M),KGW,henry
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ncccc1,-4.39287481022382,298.15,1.4,log(M/M),KGW,henry
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ncccc1,-4.333395234140998,298.15,295000.0,Pa/mf,KWG,henry
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ncccc1,-4.39287481022382,298.15,1.4,log(M/M),KWG,henry
ZAJNGDIORYACQU-UHFFFAOYSA-N,CC(=O)CCCCCCCC,-2.34,298.15,1.93,kcal/mol,FEOH,free_energy
ZAJNGDIORYACQU-UHFFFAOYSA-N,CC(=O)CCCCCCCC,-2.346504557013966,298.15,1.41,log(M/M),KGW,henry
ZAJNGDIORYACQU-UHFFFAOYSA-N,CC(=O)CCCCCCCC,-2.346504557013966,298.15,1.41,log(M/M),KGW,henry
ZAJNGDIORYACQU-UHFFFAOYSA-N,CC(=O)CCCCCCCC,-2.346504557013966,298.15,1.414213562,log(M/M),KGW,henry
ZAJNGDIORYACQU-UHFFFAOYSA-N,CC(=O)CCCCCCCC,-2.346504557013966,298.15,1.4,log(M/M),KWG,henry
ZAJNGDIORYACQU-UHFFFAOYSA-N,CC(=O)CCCCCCCC,-2.346504557013966,298.15,1.4,log(M/M),KGW,henry
ZAJNGDIORYACQU-UHFFFAOYSA-N,CC(=O)CCCCCCCC,-2.3474688761182363,298.15,8420000.0,Pa/mf,KWG,henry
JGPJRBWLBUGAQN-UHFFFAOYSA-N,O(C(CC(C)(C)C)(C)C)CC,-0.876532818457662,288.15,10.0,[MPa/mf],KWG,henry
JGPJRBWLBUGAQN-UHFFFAOYSA-N,O(C(CC(C)(C)C)(C)C)CC,-0.3835749574437876,298.15,10.0,[MPa/mf],KWG,henry
JGPJRBWLBUGAQN-UHFFFAOYSA-N,O(C(CC(C)(C)C)(C)C)CC,-0.0192555448234407,308.15,10.0,[MPa/mf],KWG,henry
JGPJRBWLBUGAQN-UHFFFAOYSA-N,O(C(CC(C)(C)C)(C)C)CC,0.2054005475976391,318.15,10.0,[MPa/mf],KWG,henry
JGPJRBWLBUGAQN-UHFFFAOYSA-N,O(C(CC(C)(C)C)(C)C)CC,0.3586565154300684,333.15,10.0,[MPa/mf],KWG,henry
KFRVYYGHSPLXSZ-UHFFFAOYSA-N,O(C(CC)(C)C)CC,-1.9347423114315927,288.15,10.0,[MPa/mf],KWG,henry
KFRVYYGHSPLXSZ-UHFFFAOYSA-N,O(C(CC)(C)C)CC,-1.4631753836961587,298.15,10.0,[MPa/mf],KWG,henry
KFRVYYGHSPLXSZ-UHFFFAOYSA-N,O(C(CC)(C)C)CC,-1.0753901367788428,308.15,10.0,[MPa/mf],KWG,henry
KFRVYYGHSPLXSZ-UHFFFAOYSA-N,O(C(CC)(C)C)CC,-0.6628697737568885,318.15,10.0,[MPa/mf],KWG,henry
KFRVYYGHSPLXSZ-UHFFFAOYSA-N,O(C(CC)(C)C)CC,-0.1466824374887303,298.15,0.0623,atm m3/mol,KWG,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-1.7053085443415452,298.15,1.4,log(M/M),KGW,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-1.7053085443415452,298.15,1.4,log(M/M),KGW,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-1.1378719482744588,313.15,742.0,kPa/mf,KWG,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-0.8164761162106029,323.15,2776.0,kPa/mf,KWG,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-0.6265809428078084,333.15,6139.0,kPa/mf,KWG,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-0.4748487080427393,343.15,9465.0,kPa/mf,KWG,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-1.720949836839134,298.15,437.749634,(Pa m3)/mol,KWG,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-2.092755814734516,288.15,10.0,[MPa/mf],KWG,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-1.6334525765278551,298.15,10.0,[MPa/mf],KWG,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-1.2914138939307214,308.15,10.0,[MPa/mf],KWG,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-0.9232338592440154,318.15,10.0,[MPa/mf],KWG,henry
NUMQCACRALPSHD-UHFFFAOYSA-N,O(C(C)(C)C)CC,-1.6992206662195803,298.15,0.00453,atm m3/mol,KWG,henry
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,O(CCO)CC,-6.61,298.15,1.93,kCal/mol,DGS,free_energy
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,O(CCO)CC,-6.606118546845124,298.15,8.08,kJ/mol,FEOH,free_energy
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,O(CCO)CC,-6.606118546845124,298.15,8.08,kJ/mol,FEOH,free_energy
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,O(CCO)CC,-6.69,298.15,1.93,kcal/mol,FEOH,free_energy
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,O(CCO)CC,-6.69845196217359,298.15,1.41,log(M/M),KGW,henry
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,O(CCO)CC,-6.191815450319344,310.15,239.0,M/M,KGW,henry
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,O(CCO)CC,-6.434408120967868,298.15,1.53e-06,atm m3/mol,KWG,henry
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,O(CCO)CC,-6.69845196217359,298.15,1.414213562,log(M/M),KGW,henry
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,O(CCO)CC,-6.69845196217359,298.15,1.4,log(M/M),KGW,henry
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,O(CCO)CC,-6.69845196217359,298.15,1.4,log(M/M),KGW,henry
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,O(CCO)CC,-6.69845196217359,298.15,1.4,log(M/M),KWG,henry
SVONRAPFKPVNKG-UHFFFAOYSA-N,C(C)OCCOC(=O)C,-5.083826848495679,310.15,71.0,M/M,KGW,henry
SVONRAPFKPVNKG-UHFFFAOYSA-N,C(C)OCCOC(=O)C,-5.378437663000092,303.15,6.0,kPa/mf,KWG,henry
RWLALWYNXFYRGW-UHFFFAOYSA-N,OC(C(CC)CO)CCC,-8.529041731171013,298.15,4.47e-08,atm m3/mol,KWG,henry
TZYRSLHNPKPEFV-UHFFFAOYSA-N,OCC(CC)CC,-3.652892640611052,298.15,0.000168,atm m3/mol,KWG,henry
TZYRSLHNPKPEFV-UHFFFAOYSA-N,OCC(CC)CC,-3.656181519068273,298.15,1.4,log(M/M),KGW,henry
TZYRSLHNPKPEFV-UHFFFAOYSA-N,OCC(CC)CC,-3.656181519068273,298.15,1.4,log(M/M),KGW,henry
RYKZRKKEYSRDNF-UHFFFAOYSA-N,C(CC)(CC)=C,1.5939440576722883,298.15,1.41,log(atm/mf),KWG,henry
YIWUKEYIRIRTPP-UHFFFAOYSA-N,OCC(CCCC)CC,-3.855453292264763,298.15,0.03,(Pa m3)/mol,KWG,henry
YIWUKEYIRIRTPP-UHFFFAOYSA-N,OCC(CCCC)CC,-4.045409981693145,298.15,8.64e-05,atm m3/mol,KWG,henry
TWCRBBJSQAZZQB-UHFFFAOYSA-N,C(CCC)(CC)=C,1.9077208298311332,298.15,1.41,log(atm/mf),KWG,henry
LXVSANCQXSSLPA-UHFFFAOYSA-N,C(C)C(O)(C(=O)O)CC,-6.773903652639617,298.15,8.54e-07,(atm m3)/mol,KWG,henry
DPCILIMHENXHQX-UHFFFAOYSA-N,O(C)c1nccnc1CC,-4.4,298.15,1.93,kCal/mol,DGS,free_energy
DPCILIMHENXHQX-UHFFFAOYSA-N,O(C)c1nccnc1CC,-4.4,298.15,1.93,kCal/mol,DGS,free_energy
DPCILIMHENXHQX-UHFFFAOYSA-N,O(C)c1nccnc1CC,-4.395315487571701,298.15,8.08,kJ/mol,FEOH,free_energy
DPCILIMHENXHQX-UHFFFAOYSA-N,O(C)c1nccnc1CC,-4.395396961037517,298.15,10.0,M/M,KWG,henry
DPCILIMHENXHQX-UHFFFAOYSA-N,O(C)c1nccnc1CC,-4.3945596813885235,298.15,4.79e-05,atm m3/mol,KWG,henry
DPCILIMHENXHQX-UHFFFAOYSA-N,O(C)c1nccnc1CC,-4.39,298.15,1.93,kcal/mol,DGS,free_energy
DPCILIMHENXHQX-UHFFFAOYSA-N,O(C)c1nccnc1CC,-4.395315487571701,298.15,8.08,kJ/mol,FEOH,free_energy
DPCILIMHENXHQX-UHFFFAOYSA-N,O(C)c1nccnc1CC,-4.394320040830035,298.15,219.0,M/atm,KGW,henry
OXQGTIUCKGYOAA-UHFFFAOYSA-N,OC(=O)C(CC)CC,-5.7025517722781265,298.15,1.41,log(M/M),KGW,henry
OXQGTIUCKGYOAA-UHFFFAOYSA-N,OC(=O)C(CC)CC,-5.7025517722781265,298.15,1.4,log(M/M),KGW,henry
OXQGTIUCKGYOAA-UHFFFAOYSA-N,OC(=O)C(CC)CC,-5.7025517722781265,298.15,1.4,log(M/M),KGW,henry
OXQGTIUCKGYOAA-UHFFFAOYSA-N,OC(=O)C(CC)CC,-5.708598620916577,298.15,5.16e-06,(atm m3)/mol,KWG,henry
OXQGTIUCKGYOAA-UHFFFAOYSA-N,OC(=O)C(CC)CC,-5.7025517722781265,298.15,1.4,log(M/M),KWG,henry
OXQGTIUCKGYOAA-UHFFFAOYSA-N,OC(=O)C(CC)CC,-5.708598620916577,298.15,5.22e-06,atm m3/mol,KWG,henry
LGYNIFWIKSEESD-UHFFFAOYSA-N,O=CC(CCCC)CC,-2.057707933148552,298.15,0.00247,atm m3/mol,KWG,henry
OBETXYAYXDNJHR-UHFFFAOYSA-N,OC(=O)C(CCCC)CC,-5.366548000413898,298.15,9.19e-06,(atm m3)/mol,KWG,henry
OBETXYAYXDNJHR-UHFFFAOYSA-N,OC(=O)C(CCCC)CC,-5.266698313067449,293.15,9.29e-06,atm m3/mol,KWG,henry
GOXQRTZXKQZDDN-UHFFFAOYSA-N,O(C(=O)C=C)CC(CCCC)CC,-2.3916182997783837,298.15,0.00141,atm m3/mol,KWG,henry
CGSLYBDCEGBZCG-UHFFFAOYSA-N,C(C)C(COP(=O)(Oc1ccccc1)Oc2ccccc2)CCCC,-5.262000230616136,298.15,1.1e-05,(atm m3)/mol,KWG,henry
CGSLYBDCEGBZCG-UHFFFAOYSA-N,C(C)C(COP(=O)(Oc1ccccc1)Oc2ccccc2)CCCC,-4.887240182982362,298.15,2.06e-05,(atm m3)/mol,KWG,henry
CGSLYBDCEGBZCG-UHFFFAOYSA-N,C(C)C(COP(=O)(Oc1ccccc1)Oc2ccccc2)CCCC,-4.785421505400892,298.15,2.45e-05,(atm m3)/mol,KWG,henry
CGSLYBDCEGBZCG-UHFFFAOYSA-N,C(C)C(COP(=O)(Oc1ccccc1)Oc2ccccc2)CCCC,-3.6216614657140376,298.15,1.3,(Pa m3)/mol,KWG,henry
CGSLYBDCEGBZCG-UHFFFAOYSA-N,C(C)C(COP(=O)(Oc1ccccc1)Oc2ccccc2)CCCC,-4.351804523616636,298.15,5.15e-05,atm m3/mol,KWG,henry
RJTJVVYSTUQWNI-UHFFFAOYSA-N,c1c2c(ccc1CC)cccc2,-2.2616075833675016,298.15,0.00175,atm m3/mol,KWG,henry
RJTJVVYSTUQWNI-UHFFFAOYSA-N,c1c2c(ccc1CC)cccc2,-2.0190853165003895,298.15,1.4,log(M/M),KWG,henry
IXQGCWUGDFDQMF-UHFFFAOYSA-N,Oc1ccccc1CC,-5.081616774148289,298.15,1.5e-05,atm m3/mol,KWG,henry
IXQGCWUGDFDQMF-UHFFFAOYSA-N,Oc1ccccc1CC,-5.074998227960439,298.15,1.4,log(M/M),KGW,henry
IXQGCWUGDFDQMF-UHFFFAOYSA-N,Oc1ccccc1CC,-5.074998227960439,298.15,1.4,log(M/M),KGW,henry
IXQGCWUGDFDQMF-UHFFFAOYSA-N,Oc1ccccc1CC,-5.074998227960439,298.15,1.4,log(M/M),KWG,henry
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.5,298.15,1.93,kcal/mol,DGS,free_energy
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.46,298.15,1.93,kCal/mol,DGS,free_energy
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.46,298.15,1.93,kCal/mol,DGS,free_energy
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.456500956022944,298.15,8.08,kJ/mol,FEOH,free_energy
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.51,298.15,1.93,kcal/mol,FEOH,free_energy
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.45,298.15,1.93,kcal/mol,FEOH,free_energy
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.456987341892945,298.15,1.41,log(M/M),KGW,henry
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.456987341892945,298.15,1.414213562,log(M/M),KGW,henry
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.456987341892945,298.15,10.0,M/M,KWG,henry
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.4561500622439505,298.15,7.99e-06,atm m3/mol,KWG,henry
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.45,298.15,1.93,kcal/mol,DGS,free_energy
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.456500956022944,298.15,8.08,kJ/mol,FEOH,free_energy
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.457360813774759,298.15,1320.0,M/atm,KGW,henry
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.456987341892945,298.15,1.4,log(M/M),KGW,henry
KVFIJIWMDBAGDP-UHFFFAOYSA-N,n1ccncc1CC,-5.456987341892945,298.15,1.4,log(M/M),KWG,henry
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.33,298.15,1.93,kCal/mol,DGS,free_energy
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.33,298.15,1.93,kCal/mol,DGS,free_energy
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.3331739961759075,298.15,8.08,kJ/mol,FEOH,free_energy
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.33,298.15,1.93,kcal/mol,FEOH,free_energy
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.324662468450159,298.15,1.41,log(M/M),KGW,henry
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.338304936804891,298.15,1.41,log(M/M),KGW,henry
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.326120043178479,298.15,5.38e-05,atm m3/mol,KWG,henry
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.32,298.15,1.93,kcal/mol,DGS,free_energy
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.3331739961759075,298.15,8.08,kJ/mol,FEOH,free_energy
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.320162772022715,298.15,193.0,M/atm,KGW,henry
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.338304936804891,298.15,1.414213562,log(M/M),KGW,henry
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.324662468450159,298.15,1.4,log(M/M),KGW,henry
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.338304936804891,298.15,1.4,log(M/M),KGW,henry
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.597511835544806,298.15,1.4,log(M/M),KWG,henry
NRGGMCIBEHEAIL-UHFFFAOYSA-N,n1ccccc1CC,-4.324662468450159,298.15,1.4,log(M/M),KWG,henry
JCCCMAAJYSNBPR-UHFFFAOYSA-N,s1cccc1CC,-0.9305399965122108,298.15,907.741268,atm/mf,KWG,henry
GGDYAKVUZMZKRV-UHFFFAOYSA-N,FCCO,-5.6388139540412645,298.15,5.87e-06,atm m3/mol,KWG,henry
HFHFGHLXUCOHLN-UHFFFAOYSA-N,Fc1ccccc1O,-5.29,298.15,1.93,kcal/mol,FEOH,free_energy
HFHFGHLXUCOHLN-UHFFFAOYSA-N,Fc1ccccc1O,-5.293277721636157,298.15,1.41,log(M/M),KGW,henry
HFHFGHLXUCOHLN-UHFFFAOYSA-N,Fc1ccccc1O,-5.294227895474236,298.15,1.05e-05,atm m3/mol,KWG,henry
HFHFGHLXUCOHLN-UHFFFAOYSA-N,Fc1ccccc1O,-5.293277721636157,298.15,1.414213562,log(M/M),KGW,henry
HFHFGHLXUCOHLN-UHFFFAOYSA-N,Fc1ccccc1O,-5.293277721636157,298.15,1.4,log(M/M),KGW,henry
HFHFGHLXUCOHLN-UHFFFAOYSA-N,Fc1ccccc1O,-5.292825860396383,298.15,58400.0,Pa/mf,KWG,henry
HFHFGHLXUCOHLN-UHFFFAOYSA-N,Fc1ccccc1O,-5.293277721636157,298.15,1.4,log(M/M),KWG,henry
HFHFGHLXUCOHLN-UHFFFAOYSA-N,Fc1ccccc1O,-5.293277721636157,298.15,1.4,log(M/M),KWG,henry
HYBBIBNJHNGZAN-UHFFFAOYSA-N,o1cccc1C=O,-5.2672512387469945,298.15,1.09e-05,(atm m3)/mol,KWG,henry
HYBBIBNJHNGZAN-UHFFFAOYSA-N,o1cccc1C=O,-5.2672512387469945,298.15,1.1e-05,atm m3/mol,KWG,henry
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,o1cccc1C(O)=O,-7.305717244132309,298.15,3.48e-07,(atm m3)/mol,KWG,henry
CETWDUZRCINIHU-UHFFFAOYSA-N,OC(CCCCC)C,-3.606355899231836,298.15,0.000181,atm m3/mol,KWG,henry
CETWDUZRCINIHU-UHFFFAOYSA-N,OC(CCCCC)C,-3.605967364133463,298.15,1010000.0,Pa/mf,KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.04,298.15,1.93,kCal/mol,DGS,free_energy
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.04,298.15,1.93,kCal/mol,DGS,free_energy
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.04,298.15,1.94,kCal/mol,DGS,free_energy
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.040152963671128,298.15,8.08,kJ/mol,FEOH,free_energy
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.04,298.15,1.93,kcal/mol,FEOH,free_energy
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.04,298.15,1.93,kcal/mol,FEOH,free_energy
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.0422704431053167,298.15,1.41,log(M/M),KGW,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.0422704431053167,298.15,1.41,log(M/M),KGW,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.0422704431053167,298.15,1.414213562,log(M/M),KGW,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.041108088918735,298.15,0.02,M/M,KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-2.948343288941806,298.15,0.02,M/M,KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.062229487916691,303.15,0.02,M/M,KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.0615406265547227,298.15,0.0001,M/M,KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-2.9912513177807263,293.15,1.4,log(M/M),KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.041108088918735,298.15,0.0006,M/M,KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-2.3792268976808373,323.15,10.0,[molar/molar],KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-2.171978742457046,333.15,10.0,[molar/molar],KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-1.9027618180281871,343.15,10.0,[molar/molar],KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-1.6166128145830827,353.15,10.0,[molar/molar],KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.033522547712,298.15,1.0,[ln(molar/molar)],KWG,henry
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(CCCCC)C,-3.1028432778062,298.15,1.0,[ln(molar/molar)],KWG,henry
